epoch,sleep_stage,mean,std,delta_power,theta_power,alpha_power,beta_power,gamma_power,delta_power_log,theta_power_log,alpha_power_log,beta_power_log,gamma_power_log,delta_theta_ratio,theta_alpha_ratio,slow_fast_ratio,prev_stage,stft_entropy
921,1,4.7622792022781264e-08,8.813384697494448e-06,0.0854413027760647,0.066307735120204,0.0722361648759329,0.1605443043617764,0.1021827756300558,-1.210136534970458,-0.5161471391495709,-0.17758363592308207,0.09571933351137554,0.18291160681911006,1.2885376658320704,0.9179171861753894,0.6518948367892087,,
922,1,-8.714871794872874e-08,8.930481487644821e-06,0.0985261034211366,0.0683780068043097,0.0570591021552091,0.1658895389500763,0.1049497851551581,-1.0676450809142382,-0.48540251377113225,-0.4134365267334625,0.12847149896504365,0.20963045635315022,1.4408823413171723,1.1983505851131282,0.7486179811638618,1.0,
923,1,4.4417094017083043e-08,1.0298368768883108e-05,0.1170693529853955,0.0775004217911114,0.0626325023516348,0.158704698365171,0.101544607555811,-0.8952005442882908,-0.3601705611913738,-0.3202399215822688,0.08419463234902817,0.1766466696426179,1.5105445846004095,1.2373636932517562,0.8790609761278934,1.0,
924,1,1.2237834757833676e-07,9.861033064766309e-06,0.112208007106151,0.0694836576289137,0.0682251684435839,0.1654422636508681,0.099666228064632,-0.9376126028564776,-0.4693621917109384,-0.2347108492238789,0.12577163632881744,0.1579753842153436,1.6148601854729354,1.018431185775435,0.7775618773426033,1.0,
925,1,-3.5047863247864324e-07,1.039379145875602e-05,0.1142412978482007,0.0812385704237418,0.0779162902405362,0.1630015090505777,0.1052421382648617,-0.919654144192853,-0.31306386636008326,-0.10188949368810664,0.11090883444021199,0.21241222890403813,1.406227251723802,1.0426257146899305,0.811393170010509,1.0,
926,1,1.7135612535611448e-07,1.0123953746329993e-05,0.1250847987350818,0.0807534209947212,0.051059941009167,0.1443044656522426,0.1000026888342221,-0.8289753237082567,-0.3190536712855512,-0.5245237031571566,-0.010925096035971783,0.16134557128772523,1.5489529513592626,1.581510630213875,1.0536062819276084,1.0,
927,1,-8.97925925926036e-08,1.5030132974912852e-05,0.150588215321347,0.0708965045469637,0.0910258397077167,0.1928799035889698,0.1519823058267364,-0.6434185480987721,-0.4492326753147172,0.053618717534451285,0.2792169710756061,0.5799123113038082,2.124027020183691,0.7788527512831308,0.7801319450762608,1.0,
928,1,-4.782108262109338e-08,9.73784718576216e-06,0.1154437510227905,0.0790208585276157,0.0570435258406935,0.1392340222465325,0.0986792177105723,-0.9091836223580375,-0.340742117973305,-0.41370954921035485,-0.046694340794190915,0.14802287282431395,1.4609090848255166,1.3852487572303578,0.9907583454509064,1.0,
929,1,1.5017207977206878e-07,1.1936964643672067e-05,0.154422616130795,0.1097375394106763,0.0632936797994988,0.1324766912204274,0.0976104230707194,-0.6182745517414802,-0.012362851748484711,-0.30973880725569036,-0.09644370344141752,0.13713279964978287,1.4071867272890954,1.7337561349278718,1.3493298543359757,1.0,
930,2,-1.5403874643875724e-07,1.213894332877978e-05,0.1735306004848129,0.1019515121512875,0.0688653849874025,0.1660047714496361,0.0973990112937645,-0.5016139049701579,-0.0859569546229231,-0.22537073969435795,0.12916589112106777,0.13496457967676082,1.702072826094864,1.4804249151445537,1.1729073795825937,1.0,
931,2,-5.4397720797731625e-08,1.2632528806043203e-05,0.1698657284831604,0.0979813364418972,0.0640277709028876,0.15525403648751,0.0919488354219746,-0.5229595323307353,-0.12567722359671682,-0.298207392258146,0.06221214075566657,0.07738085748830194,1.7336362313006233,1.5302704559252815,1.221468605371324,2.0,
932,2,9.055270655269569e-08,1.501846754679153e-05,0.1965181789874367,0.114392871675287,0.1000943569460823,0.2245053612306424,0.1761302518293087,-0.3772131126842254,0.029184364134714008,0.14858852318981633,0.43104871816129037,0.7273719180332952,1.7179082769858849,1.1428389404406265,0.957826133007667,2.0,
933,2,-1.6256524216525298e-07,1.2589237573056343e-05,0.1815532627787438,0.1151482063087821,0.0590810334199017,0.1536132937789852,0.0898388437243188,-0.4564188639585416,0.03576564043836178,-0.37861423965669827,0.05158779540605021,0.0541660335549631,1.5766783688625152,1.948954693052162,1.3949599786462947,2.0,
934,2,-6.143703703704763e-08,1.945709963353745e-05,0.2854528684501882,0.1697215935675589,0.094391517861898,0.1799411498536993,0.0895065263592673,-0.0038915767311651535,0.42370469072237177,0.08992648065401641,0.20977914361490801,0.050460139950411584,1.6818790147498088,1.7980407495419488,1.6592001477909308,2.0,
935,1,-1.8365014245015322e-07,1.3977633365702751e-05,0.1741013082733228,0.094802145329237,0.0848407183639102,0.2068380911183451,0.1263354597271092,-0.4983305046496462,-0.15866216257394822,-0.01674903547157351,0.34908550471119565,0.39508906782652964,1.8364507598212616,1.1174001087837908,0.9219131556615984,2.0,
936,2,1.3156581196580113e-07,1.39518162105904e-05,0.1709569306164693,0.0979025550064365,0.1011795347393095,0.2181120304374784,0.1297818615582554,-0.516556178576348,-0.12648159142664303,0.15937171388517243,0.4021579814283474,0.42200335509606945,1.7461769453134772,0.9676026644717912,0.8420474353170172,1.0,
937,2,1.3857207977206894e-07,1.655237401507148e-05,0.2160518562320082,0.1496882927335787,0.0953874110533536,0.206453428877426,0.0863457399121779,-0.2824497314665683,0.2981004521652113,0.10042186529320211,0.34722404827276016,0.014508100170954021,1.4433354068720432,1.5692503007504082,1.2116946711213428,2.0,
938,2,-2.459133903134011e-07,1.9429141958289995e-05,0.2561932960339668,0.1711302363170024,0.1083523782016251,0.2352716830747034,0.0860221462467236,-0.11203617111165952,0.4319701581615676,0.2278638239267225,0.4778900453346201,0.010753413224410136,1.4970574720759686,1.5793714894478088,1.2435749906126143,2.0,
939,2,3.1957834757823835e-08,1.691301428046084e-05,0.2287366797664375,0.1166196034844476,0.1202863030257759,0.1857982861126988,0.0867261941119189,-0.22539678711003305,0.04846296483979258,0.3323498276239,0.24181086785220252,0.01890458930196984,1.961374516441613,0.9695088388460885,1.1282997158505366,2.0,
940,2,1.1913960113959033e-07,2.215350346495459e-05,0.3178292581454069,0.1685518187563193,0.1223827021526436,0.2449481788000411,0.0833790481171651,0.10354570428753236,0.41678851780971243,0.34962809345809376,0.5181957493412972,-0.020454276827444797,1.8856359715045763,1.3772407256163268,1.3240916515067638,2.0,
941,2,-1.5334472934483684e-08,1.6769739672452606e-05,0.227014340075711,0.1309082632256598,0.0992072537436797,0.1921922280446876,0.09007609911303,-0.2329550619100992,0.16404227229967525,0.13968635436362747,0.275645298665341,0.056803449859001875,1.7341350373684896,1.3195299613264246,1.228284185066365,2.0,
942,2,1.3615954415943474e-08,2.351560491285123e-05,0.3541491279829887,0.1510260938987933,0.111402151758773,0.2324394800559896,0.0839324304384733,0.2117493872213656,0.306997991237841,0.25562176804880543,0.4657789986315512,-0.013839264145004965,2.3449377117744987,1.3556716440645944,1.469204732454275,2.0,
943,2,1.0866324786323697e-07,2.135772103255887e-05,0.3179235706256034,0.166918953324984,0.1151981487791319,0.2149515344520249,0.0829669852833282,0.10384239945457648,0.4070536772167157,0.2891287781217788,0.38756174094964174,-0.025408566949452965,1.9046468938714813,1.4489599540792877,1.4685492067000276,2.0,
944,2,-2.1045242165243242e-07,2.004088089639692e-05,0.2789790391170864,0.1444133720190824,0.13484352719752,0.2103191929600995,0.0808417804691882,-0.026831834279417405,0.2622252219427816,0.44659003892032634,0.3657755175495783,-0.05135738408043935,1.9317955354209697,1.0709620554903647,1.2266422755636834,2.0,
