epoch,sleep_stage,mean,std,delta_power,theta_power,alpha_power,beta_power,gamma_power,delta_power_log,theta_power_log,alpha_power_log,beta_power_log,gamma_power_log,delta_theta_ratio,theta_alpha_ratio,slow_fast_ratio,prev_stage,stft_entropy
1000,1,-1.963247863247829e-07,5.469970033726761e-06,0.0651126635947126,0.0499444450005222,0.0325664920616919,0.0479194979036695,0.0304654286863682,-0.4505076729478906,-0.02688061930479932,-0.003611132395754279,0.054540828320405604,0.1001711349714044,1.3036757124504912,1.5335674268658304,1.4295118831596398,,
1001,1,1.0313390313390645e-07,6.11250833083244e-06,0.0790007498892801,0.0475667980843501,0.0276300846918837,0.0522668422693083,0.0330382585528803,-0.2571696596623413,-0.0756568570455818,-0.16798965784682415,0.1413804525973384,0.18124474950657146,1.660803170859227,1.7214958665130606,1.5841155432619243,1.0,
1002,1,-4.8746438746435337e-08,6.590401702343957e-06,0.0917739472042718,0.0533312307645983,0.028635205431936,0.0431030761241652,0.0299707703872378,-0.10729872652164792,0.0387301303757053,-0.13225798353853657,-0.05138717546477374,0.08380118114121186,1.7207970844000573,1.862370728250246,2.0226739775111304,1.0,
1003,1,-2.3088319088318738e-07,6.038681086063254e-06,0.0833058640829053,0.0492466661033443,0.0232990505130414,0.0471078795330676,0.0277583843214301,-0.2041081273387713,-0.040950220465394066,-0.3384820328716698,0.0374586494117893,0.0071166004250302365,1.6915697874512714,2.113586237754299,1.8826363749004285,1.0,
1004,2,-1.823361823361789e-07,6.906491805645788e-06,0.0940192680146959,0.0636177238038896,0.0311813561741899,0.0465183342652525,0.027885141847793,-0.08312747079368162,0.21509997988613402,-0.04707463902985777,0.024864901050738297,0.01167266035808379,1.4778552978289647,2.0401833475478974,2.028772085898555,1.0,
1005,2,-9.381766381766029e-08,7.851445587129014e-06,0.1066161794874325,0.0678836535576078,0.0330586547791183,0.0483291229728965,0.0286879488528061,0.04260793843879225,0.28000308421087955,0.011388345037664874,0.0630526833979821,0.040055769968505454,1.5705490696355493,2.053368494352386,2.1440281801101317,2.0,
1006,2,2.349002849002884e-07,7.225130989567859e-06,0.1028217645035679,0.0628290233054219,0.0293437294334483,0.0486958666099248,0.0282059632115697,0.006369743604923798,0.20262500358343064,-0.10781605554908202,0.07061248922134565,0.023112069394528086,1.636506865575123,2.1410667100514087,2.1226233038625826,2.0,
1007,2,-3.70398860398857e-07,7.652022081485145e-06,0.1103374352909082,0.0620458882641049,0.0309624728404497,0.0478760378789706,0.0271737894849886,0.07691589223021074,0.19008213720521744,-0.05411907166697049,0.05363347943084292,-0.0141684236370747,1.7782911984441956,2.003841383807895,2.186509302023743,2.0,
1008,2,-7.792022792022456e-08,6.352870311082888e-06,0.0915736070060374,0.0596748907652511,0.0306403579495016,0.0456491001724657,0.0282750850979911,-0.10948408487620376,0.15111926721454427,-0.06457695097991677,0.006002294867379934,0.025559681665834055,1.5345159633437786,1.9475276149183116,1.9825349263139047,2.0,
1009,2,2.0227920227923604e-08,7.686791622538782e-06,0.1072919027552167,0.0669414835180937,0.0372160198865241,0.0531168927759956,0.0299580653705658,0.04892583781760351,0.2660266896042881,0.1298441440056627,0.15751326874639549,0.0833771780710538,1.6027475695044546,1.7986793064624855,1.9287705042095595,2.0,
