epoch,sleep_stage,mean,std,delta_power,theta_power,alpha_power,beta_power,gamma_power,delta_power_log,theta_power_log,alpha_power_log,beta_power_log,gamma_power_log,delta_theta_ratio,theta_alpha_ratio,slow_fast_ratio,prev_stage,stft_entropy
1021,1,2.017800000000001e-06,7.141530440847467e-06,0.0787418152354581,0.027383776221011,0.0274575300423141,0.0620234134420421,0.0586118676552746,0.16611547104786853,0.067223647170283,0.22944785378718666,0.45142010378734326,0.6742224688084227,2.875386477507286,0.9972775738108375,1.1860000724617994,,
1022,1,7.426857142857158e-07,8.4456564836607e-06,0.0829749984631687,0.0267992455982357,0.0279323525423832,0.0621618593495375,0.0597498085792135,0.2184804281367442,0.0456466760585386,0.24659299781058075,0.45364977037639587,0.6934512504220617,3.0960536596213535,0.9593995406592629,1.2184248391922414,1.0,
1025,1,1.9069428571428585e-06,1.1794267336329812e-05,0.1286821338731996,0.0298802198860688,0.025897480627055,0.0544038073011949,0.063096870554105,0.6572860885904959,0.15446955895656822,0.17095314374485576,0.32034238161132395,0.7479564100907933,4.30645517029891,1.1537441256246612,1.9745683199081936,1.0,
1027,1,1.548000000000001e-06,1.80179437908153e-05,0.1176370937512027,0.0364264876783499,0.027276275976965,0.0550378971219754,0.0478957505952068,0.5675452610118914,0.35256887923857516,0.22282472279983023,0.3319302212167681,0.4723121734156517,3.2293496271256292,1.3354151532253875,1.871630413075518,1.0,
1028,1,2.2427428571428585e-06,1.1835051847450298e-05,0.1149354854147536,0.0288700487494562,0.0247226681150715,0.0564357139691585,0.0444211976650594,0.5443118401063544,0.12007755198829265,0.12452805313251644,0.3570104014131263,0.3970022161912964,3.980994470002357,1.1677089586822706,1.7718904514941165,1.0,
1039,1,1.9095428571428585e-06,4.797444255315234e-06,0.0335763062517572,0.0238774532592778,0.0245565655127708,0.0466603850788288,0.0454099960043669,-0.6862370813173636,-0.0697923094331658,0.11778675169703003,0.16680388293671145,0.4190176782751136,1.4061340526196506,0.9723053877983419,0.8067314354565528,1.0,
1040,1,1.2934285714285732e-06,4.427858108450566e-06,0.0304149080056831,0.0254192011690781,0.0224563537146185,0.0480153612907937,0.0469573264854027,-0.7851246388729192,-0.007222169898054442,0.028381172402298146,0.1954293262269237,0.45252464164055073,1.196485732090929,1.1318876432235914,0.7922798088660727,1.0,
1041,1,1.5696000000000017e-06,4.409139848921436e-06,0.0322816203275224,0.0235019648642913,0.0238345787357017,0.0465977666972272,0.0443110285728641,-0.7255596106363348,-0.08564289880328052,0.08794494011912726,0.16546097967762102,0.39451903551806766,1.373512682928304,0.9860035338302608,0.7920053328282465,1.0,
1045,1,2.1069428571428585e-06,5.195744330091067e-06,0.0499731901890615,0.0245773211371931,0.0240444674700016,0.0485894300550428,0.0479820196639819,-0.2885717147614907,-0.04090286264057604,0.09671244507386774,0.20731434858083256,0.4741117362982213,2.0332222819499117,1.0221186661417594,1.0263731879094302,1.0,
1046,1,1.4570571428571446e-06,6.884673127628189e-06,0.0690721029159432,0.0341448224403135,0.0310094164463159,0.0570060594809908,0.0429343135625601,0.035092179622326844,0.28788369495964455,0.3510982286041119,0.36706577877613117,0.3629568152469464,2.022856618453998,1.1010759078138719,1.1727000458585066,1.0,
