epoch,sleep_stage,mean,std,delta_power,theta_power,alpha_power,beta_power,gamma_power,delta_power_log,theta_power_log,alpha_power_log,beta_power_log,gamma_power_log,delta_theta_ratio,theta_alpha_ratio,slow_fast_ratio,prev_stage,stft_entropy
347,1,-3.6670736670744096e-08,1.3851876856332308e-05,0.0756348147632545,0.0328323608114227,0.0273186109848716,0.0662924197492158,0.0295651419564024,-0.15614236861784372,-0.12704291259441824,0.020091247391254955,0.6013191408499706,0.308570128998103,2.303596491314444,1.2017872739697433,1.1586884156245583,,
348,1,2.2176800976800253e-07,1.0618182694547444e-05,0.1212958584156582,0.0351333529578208,0.0311414547880545,0.0659044678494748,0.033176348723626,0.31617317344902074,-0.05930672006342978,0.15106281907189395,0.5954498226346857,0.42381125249695545,3.45234359549115,1.1281497620186676,1.6118925476673052,1.0,
904,1,8.377533577533505e-07,1.973711948683889e-05,0.1249959060143587,0.024836279618437,0.0254267284352221,0.0441608745298605,0.0340297745081536,0.3462214647022364,-0.4061517141108764,-0.05167594932207189,0.1950830629020539,0.4492098640950734,5.0325924551565135,0.976740005766074,2.1531138613025016,1.0,
905,1,2.3801383801310447e-09,4.703882880501571e-06,0.0404851516446956,0.0197129763375355,0.025626943433055,0.0442257177131053,0.0309382460699007,-0.7811227627775129,-0.6371796797989725,-0.04383260301999152,0.19655032484576765,0.3539672210653574,2.0536268762589356,0.7691985269527964,0.8617748446466367,1.0,
906,1,1.0785347985347253e-07,6.567992612310674e-06,0.0549221508650551,0.0193453890902523,0.0224827081315308,0.0472739832533997,0.0298172001391279,-0.47614187394645163,-0.6560026589289892,-0.17473024652086055,0.2632039105288607,0.31705950490638496,2.8388838148989612,0.8604180848230558,1.0646501981479155,1.0,
908,1,4.784631664631594e-07,1.104914601064128e-05,0.065111701518662,0.0189880226894787,0.0240902494055939,0.0488427449621891,0.0358569728366702,-0.30595458972063855,-0.6746483282049158,-0.1056696425965428,0.2958496294170799,0.5015120178111422,3.4289127241255346,0.7881709399874358,1.1530936285218722,1.0,
909,1,8.96149776149704e-08,1.1152940951700796e-05,0.0894452752293947,0.0199358999745454,0.0219332227103198,0.0425739291184048,0.0311369164898158,0.011567749282898394,-0.625934691916358,-0.19947419689124132,0.1584859615383921,0.36036820178157164,4.486418417286273,0.9088947549149204,1.6956178731388512,1.0,
910,1,-4.287016687017419e-08,1.4182856089708804e-05,0.1027304780491071,0.0222665969657354,0.0227839899753171,0.0457445071678847,0.0301231152921775,0.15004947380030087,-0.5153693513289652,-0.16141865328151977,0.230315551589937,0.3272669115682408,4.6134514742289054,0.9772484863876055,1.8239893801299012,1.0,
914,1,8.297273097272387e-08,2.134896391499201e-05,0.1373271665962798,0.0346586850626022,0.0403088034352686,0.1099481300186488,0.1601898454842158,0.44030657255265004,-0.07290926615636574,0.40909263317394634,1.1072520744581618,1.9983331454340465,3.962158523605738,0.8598078409947785,1.1446041330764631,1.0,
915,1,3.964037444037376e-07,2.177649798624687e-05,0.1874752474608417,0.0288263835195986,0.0270495870993161,0.0587238439523795,0.0368981218569662,0.7515870672366693,-0.2571663317003354,0.010194806982158446,0.4800894979935117,0.5301346038301161,6.503373687500452,1.0656472413616263,2.521749527549497,1.0,
916,1,7.364590964590248e-08,1.0940814964937134e-05,0.1036231385533204,0.0257975972807516,0.0254518578110954,0.0529849755381393,0.0324929258989888,0.15870127571377377,-0.3681758831403706,-0.050688132901780224,0.377252113392223,0.40299643304978183,4.016619098536566,1.0135442342944265,1.6499784645738782,1.0,
917,1,-3.024159544159616e-07,4.855822797041925e-06,0.0458502303375071,0.0248045266826668,0.0268383499154171,0.0628753420028293,0.0470619211304257,-0.656678076748362,-0.40743102018079097,0.0023549056000504347,0.5483976803864342,0.7734380306292759,1.848387696986316,0.9241850775386532,0.78754945828225,1.0,
918,1,3.1586650386649666e-07,9.484025647644811e-06,0.0701401037314454,0.0202294172103539,0.0206463066285853,0.0514738339485583,0.0283125934595064,-0.2315642433326534,-0.6113190017366106,-0.25994017919548956,0.3483173404576364,0.26528083496490845,3.4670616528633817,0.9797605844796797,1.2530240123578817,1.0,
