epoch,sleep_stage,mean,std,delta_power,theta_power,alpha_power,beta_power,gamma_power,delta_power_log,theta_power_log,alpha_power_log,beta_power_log,gamma_power_log,delta_theta_ratio,theta_alpha_ratio,slow_fast_ratio,prev_stage,stft_entropy
743,1,4.321115995116045e-07,9.573742286871016e-06,0.1038239757007696,0.0786266059449191,0.0504710892533921,0.1446112538753337,0.0601684453136979,-0.7659032600637676,0.07013366821954989,-0.22590735664670952,0.35300749516884455,0.25820121762596476,1.3204519513604582,1.5578234843851804,0.9352442844148853,,
744,1,1.1681223443223497e-06,1.4239222528180748e-05,0.1558639518776116,0.062866239025147,0.0401042952157001,0.1394882086461159,0.0560372950824599,-0.3596173786590503,-0.15356695909717466,-0.4558242737598025,0.3169384585006325,0.18707067658477056,2.4792555597242907,1.567529641336155,1.217918166299909,1.0,
745,1,4.610161172161224e-07,1.3894918390926568e-05,0.1672888269603868,0.1020431575443185,0.0473661578342013,0.1220845262785315,0.0500752749249146,-0.288879178601525,0.33081915107737847,-0.2893999528341507,0.18367213365931975,0.07458069445019534,1.6393768245647191,2.154301887850205,1.5894323264767565,1.0,
746,1,6.93337728937734e-07,1.7491605094404425e-05,0.212634907021468,0.103061456375874,0.0665754218063391,0.1434665070368493,0.0498860312450916,-0.04902464109201581,0.3407487811431196,0.05102712531857509,0.3450599739657823,0.07079435477163891,2.0631655260182984,1.5480173547876217,1.5030087665223484,1.0,
747,1,1.0336170940170992e-06,1.9188396280693e-05,0.261584047324854,0.1046119602825043,0.0660619934847413,0.1511129712721544,0.0450277341847003,0.1581541554293414,0.3556811846006809,0.043285261605180904,0.39698604182117764,-0.0316679581656053,2.500493692353737,1.5835183173567018,1.6861718929959584,1.0,
748,2,5.962346764346815e-07,1.891705635342801e-05,0.2460544928257586,0.1329618060911709,0.0763172290544687,0.1720345779577555,0.0458086550343585,0.09695159971492451,0.5954850617936426,0.18759025607573887,0.526653740095052,-0.014473543087202036,1.8505512936981954,1.7422024559332396,1.5261204553177201,1.0,
749,2,6.680307692307746e-07,1.9211746133375885e-05,0.2566160537440052,0.1313901855609616,0.0842770941418618,0.1388193550713966,0.0429851961922192,0.138979548936813,0.5835945655989647,0.28680156796049233,0.31213187426583433,-0.07809074244326408,1.9530690178980308,1.559007555863781,1.7391782858712672,2.0,
750,2,8.751384615384667e-07,1.8892977415874004e-05,0.2627060172117446,0.1304696111665908,0.093738282503723,0.1663512344807189,0.0470743972163234,0.16243411692270893,0.5765634926130047,0.39319805288586707,0.4930596924463028,0.012782651526407672,2.0135263785674278,1.3918349669617858,1.5116876729567748,2.0,
751,2,1.843811965811971e-06,1.9895891124828044e-05,0.2284390467979761,0.0801406100885245,0.0698458217426866,0.1635839684407042,0.0866025643033286,0.022668063878527413,0.08920622838587854,0.09898187968114286,0.4762847063078374,0.6223823572049475,2.850442442392187,1.14737661770438,1.3219321094876577,2.0,
753,1,8.072500610500659e-07,1.4018399795046546e-05,0.1695327531585179,0.0790327647370062,0.0584769126956724,0.1302378245554866,0.0495037828433414,-0.2755548754496621,0.07528603323503176,-0.078676189000693,0.24832063714336725,0.0631024210975393,2.1450674116645883,1.3514977038989788,1.317142499698962,2.0,
754,2,3.1429157509158e-07,1.9841946905610568e-05,0.2690051652015574,0.0973862411294265,0.0737987001994624,0.1432788176944019,0.04465477351065,0.18612907623834873,0.28410828761602797,0.15403268380076982,0.3437508733802844,-0.03998535354532146,2.76222184838415,1.319602123941093,1.6878289472665498,1.0,
