epoch,sleep_stage,mean,std,delta_power,theta_power,alpha_power,beta_power,gamma_power,delta_power_log,theta_power_log,alpha_power_log,beta_power_log,gamma_power_log,delta_theta_ratio,theta_alpha_ratio,slow_fast_ratio,prev_stage,stft_entropy
845,1,9.66251119251128e-07,1.6524521431626548e-05,0.1526246102201947,0.0686598527837341,0.0712205433306473,0.1105722237227171,0.0354118552125165,-0.16119475619394472,0.042970006908065614,0.22364199126929873,0.43260220791434184,0.11103665742213202,2.22287670531747,0.964032083171513,1.2172279973656752,,
846,1,7.787024827024915e-07,1.5166279539632016e-05,0.1615606577845533,0.0707916236010603,0.0849222556665875,0.0990053802945614,0.0318031250900302,-0.10429553762344596,0.07354601714935277,0.39959675426828645,0.3221075629844109,0.003554660112431994,2.2821679656202702,0.8335952625155043,1.2632740963440472,1.0,
849,1,7.198945868945955e-07,2.1149226909583737e-05,0.1823235084048583,0.0678546558391926,0.0638818087075657,0.0855161148866955,0.0347054398026951,0.016606301703137535,0.031173377899406295,0.114895413492114,0.17563831860791257,0.09088645986754414,2.6869316367221736,1.062173959035031,1.6745647038494522,1.0,
850,1,9.8949776149777e-07,1.3682256993959996e-05,0.1708024091106923,0.0657444566938233,0.0663326136482746,0.0811565692570595,0.031416863232163,-0.04866887370443384,-0.00041923584107200057,0.15254242993849595,0.12331376999496275,-0.008665091498372322,2.5979347881956225,0.9911182744004385,1.603814309162137,1.0,
851,2,7.700211640211727e-07,1.4807735924293234e-05,0.1985598483891331,0.0809919932019174,0.0520616727523314,0.083056474459403,0.0288794040755162,0.10191415131541125,0.20815551758314746,-0.08970999091097838,0.14645429865456905,-0.09288111792941313,2.4515682226253674,1.5556633749328692,2.068928404003225,1.0,
852,2,4.451790801790887e-07,1.387518878499854e-05,0.1928456409208583,0.0719095710957314,0.0554260513266816,0.0869289405532636,0.0260255969459216,0.07271370110029375,0.0892146923615223,-0.02708936381960496,0.19202447824541813,-0.19692912526895437,2.6817425864151643,1.297373202696702,1.8598108061364138,2.0,
853,2,8.506931216931304e-07,1.4350378965014424e-05,0.200624341055126,0.0807771702625461,0.0713664904594383,0.0985032950745694,0.0250227011376771,0.11225779353649043,0.20549959866308048,0.22568912079153286,0.31702337176253353,-0.2362261697558505,2.483645524565047,1.1318482651208788,1.6565621359379434,2.0,
854,2,5.587435897435982e-07,1.3308313631477816e-05,0.1578374242747066,0.0541169820684106,0.0567869488815753,0.0728288625276841,0.0247204618682943,-0.1276106305877344,-0.19504634151229747,-0.002832586107767192,0.015045968287657583,-0.24837829621568278,2.916543046176115,0.9529659572890246,1.635238546903306,2.0,
855,2,8.956430606430691e-07,1.571663612450036e-05,0.2278708468626556,0.0750012976840905,0.0553231386470476,0.0915369686084108,0.0253142401766154,0.23960248457077493,0.13131069786142552,-0.028947844291430932,0.24367634622903542,-0.2246425524709128,3.0381848809812078,1.3556704093050165,2.062303289188154,2.0,
856,2,5.734053724053812e-07,1.1064883826643688e-05,0.1579788147024307,0.0554680387143241,0.0527603304089889,0.079869218852706,0.0244173011683529,-0.12671523472674107,-0.1703874333113314,-0.07637944536590723,0.10732407417866628,-0.260717651398118,2.8480539480060414,1.0513009866194363,1.6093340079260343,2.0,
857,2,4.766890516890605e-07,1.2482037516991004e-05,0.1840972351578486,0.0669121687578266,0.0567096305839729,0.0753241344555927,0.022086641772003,0.02628773433134056,0.017186233364864512,-0.004195062974238691,0.048734189882741155,-0.36103647868429056,2.7512855626989774,1.179887581372385,1.9010857014851927,2.0,
858,2,1.038370370370379e-06,1.0414510777769636e-05,0.1456173306080175,0.060728503891122,0.0533137727644706,0.0699191606455705,0.0234824124419523,-0.20819392066303696,-0.07978133768561671,-0.06594434826412696,-0.025726603864532193,-0.29975781080734093,2.3978020777032096,1.1390558515442453,1.6744238278312265,2.0,
859,2,4.13283272283281e-07,1.3436393139428464e-05,0.1926892531620984,0.0807728278859578,0.0706858225641297,0.0809104335312328,0.0234396507490608,0.07190242500436192,0.2054458397883881,0.21610571388276914,0.12027631396849205,-0.3015804777601906,2.3855406906572596,1.1426857928530838,1.8038722341783975,2.0,
860,2,1.1435107855107943e-06,1.1985774590064762e-05,0.1723158200602549,0.06481104682524,0.062090490679848,0.079812462635585,0.0255726381618683,-0.039847312776132966,-0.014718515570462989,0.08645365018509568,0.10661320781023191,-0.21448669725618222,2.6587004808672283,1.0437991762738374,1.671037778337256,2.0,
861,2,4.749849409849497e-07,1.558532183215278e-05,0.2323612689484707,0.0772581564638148,0.0671995358649953,0.098160293118098,0.0258947909363363,0.2591168162777196,0.16095775189923003,0.16552707312326143,0.3135351606791546,-0.2019678444307872,3.0075563801592855,1.1496657797346301,1.872386751544051,2.0,
862,2,2.611994301994389e-07,1.1863064925603884e-05,0.1617495826547703,0.0715881233663257,0.0527663356187302,0.0686580238718767,0.0217197345907874,-0.10312684787274054,0.08473450926707533,-0.07626563141740786,-0.04392830553955409,-0.37778816009977767,2.2594156074113143,1.3566749680822412,1.9216554680173403,2.0,
863,2,1.1109076109076196e-06,1.0117424858937107e-05,0.1388075096529888,0.0690070770156708,0.0599843873608815,0.0742814839182354,0.0227806342586544,-0.25608786709181275,0.04801442297739166,0.05194515203248118,0.03479532274393632,-0.3300987030453743,2.011467579678644,1.150398122804699,1.5477726164978558,2.0,
